"";"X";"collection_id";"collection_date";"num_trap";"surv_year";"trap_nights";"trap_problem_bit";"num_count";"sex_id";"sex_type";"sex_name";"species_id";"species_full_name";"species_display_name";"trap_id";"trap_acronym";"trap_name";"trap_presence"
"10002";10002;2948320;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;896;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10003";10003;2948321;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";3;"GRVD";"Gravid trap";FALSE
"10004";10004;2948321;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"10005";10005;2948321;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";3;"GRVD";"Gravid trap";FALSE
"10006";10006;2948321;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";3;"GRVD";"Gravid trap";FALSE
"10007";10007;2948321;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;6;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10008";10008;2948321;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10009";10009;2948327;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";2;"CO2";"Carbon dioxide baited trap";FALSE
"10010";10010;2948327;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;433;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10011";10011;2948327;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10012";10012;2948327;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;241;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10013";10013;2948328;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"10014";10014;2948328;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;76;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"10015";10015;2948328;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10016";10016;2948328;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10017";10017;2948331;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";28;"Aedes dorsalis";"Ae dorsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10018";10018;2948331;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;40;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10019";10019;2948331;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;379;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10020";10020;2948332;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"10021";10021;2948340;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10022";10022;2948340;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;37;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10023";10023;2948341;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"10024";10024;2948341;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10025";10025;2948342;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10026";10026;2948342;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10027";10027;2948343;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;7;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10028";10028;2948354;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;17;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10029";10029;2948354;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10030";10030;2948356;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10031";10031;2948356;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;67;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10032";10032;2948364;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10033";10033;2948364;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";69;"Culex stigmatosoma";"Cx stigmatosoma";2;"CO2";"Carbon dioxide baited trap";FALSE
"10034";10034;2948364;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";2;"CO2";"Carbon dioxide baited trap";FALSE
"10035";10035;2948364;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10036";10036;2948365;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;6;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10037";10037;2948365;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";3;"GRVD";"Gravid trap";FALSE
"10038";10038;2948399;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10039";10039;2948399;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;26;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10040";10040;2948400;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;11;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10041";10041;2948400;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;7;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10042";10042;2948404;"2023-08-08T07:00:00.000Z";1;2023;1;TRUE;NA;NA;NA;NA;NA;NA;NA;3;"GRVD";"Gravid trap";FALSE
"10043";10043;2948418;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;10;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";3;"GRVD";"Gravid trap";FALSE
"10044";10044;2948418;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10045";10045;2948418;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10046";10046;2948418;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10047";10047;2948419;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10048";10048;2948419;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10049";10049;2948421;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;309;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10050";10050;2948421;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;98;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10051";10051;2948423;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10052";10052;2948423;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;7;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10053";10053;2948423;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10054";10054;2948424;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10055";10055;2948424;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;7;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10056";10056;2948427;"2023-08-08T07:00:00.000Z";1;2023;1;TRUE;NA;NA;NA;NA;NA;NA;NA;2;"CO2";"Carbon dioxide baited trap";FALSE
"10057";10057;2948428;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10058";10058;2948428;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;11;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10059";10059;2948428;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";2;"CO2";"Carbon dioxide baited trap";FALSE
"10060";10060;2948428;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;40;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10061";10061;2948429;"2023-08-08T07:00:00.000Z";1;2023;1;TRUE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10062";10062;2948429;"2023-08-08T07:00:00.000Z";1;2023;1;TRUE;6;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";3;"GRVD";"Gravid trap";FALSE
"10063";10063;2948430;"2023-08-08T07:00:00.000Z";1;2023;1;TRUE;NA;NA;NA;NA;NA;NA;NA;3;"GRVD";"Gravid trap";FALSE
"10064";10064;2948441;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10065";10065;2948442;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;11;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10066";10066;2948442;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";3;"GRVD";"Gravid trap";FALSE
"10067";10067;2948446;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";35;"Aedes melanimon";"Ae melanimon";2;"CO2";"Carbon dioxide baited trap";FALSE
"10068";10068;2948446;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1776;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10069";10069;2948446;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2137;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10070";10070;2948449;"2023-08-08T07:00:00.000Z";1;2023;1;TRUE;NA;NA;NA;NA;NA;NA;NA;3;"GRVD";"Gravid trap";FALSE
"10071";10071;2948451;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;10;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10072";10072;2948451;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;15;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10073";10073;2948451;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";2;"CO2";"Carbon dioxide baited trap";FALSE
"10074";10074;2948451;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;27;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10075";10075;2948452;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10076";10076;2948452;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";3;"GRVD";"Gravid trap";FALSE
"10077";10077;2948454;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10078";10078;2948454;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;12;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10079";10079;2948454;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;7;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10080";10080;2948455;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;15;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10081";10081;2948455;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;43;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10082";10082;2948455;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10083";10083;2948481;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10084";10084;2948481;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10085";10085;2948482;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10086";10086;2948482;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10087";10087;2948486;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;65;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10088";10088;2948486;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10089";10089;2948486;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;386;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10090";10090;2948488;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10091";10091;2948488;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;6;3;"male";"Males";69;"Culex stigmatosoma";"Cx stigmatosoma";3;"GRVD";"Gravid trap";FALSE
"10092";10092;2948488;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";3;"GRVD";"Gravid trap";FALSE
"10093";10093;2948488;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10094";10094;2948488;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;8;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10095";10095;2948489;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;24;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10096";10096;2948489;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;43;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10097";10097;2948490;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10098";10098;2948490;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10099";10099;2948492;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10100";10100;2948492;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;12;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10101";10101;2948492;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;15;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10102";10102;2948492;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;68;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10103";10103;2948493;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10104";10104;2948493;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;6;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10105";10105;2948493;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10106";10106;2948493;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10107";10107;2948495;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;9;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10108";10108;2948495;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;14;4;"female";"Females - Mixed";69;"Culex stigmatosoma";"Cx stigmatosoma";3;"GRVD";"Gravid trap";FALSE
"10109";10109;2948495;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10110";10110;2948498;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10111";10111;2948498;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10112";10112;2948498;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;86;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10113";10113;2948498;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";73;"Orthopodomyia signifera";"Or signifera";2;"CO2";"Carbon dioxide baited trap";FALSE
"10114";10114;2948505;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10115";10115;2948507;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10116";10116;2948508;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10117";10117;2948508;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10118";10118;2948509;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10119";10119;2948509;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10120";10120;2948509;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10121";10121;2948510;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10122";10122;2948512;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10123";10123;2948513;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10124";10124;2948513;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10125";10125;2948513;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10126";10126;2948514;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10127";10127;2948514;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;5;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10128";10128;2948514;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10129";10129;2948514;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10130";10130;2948526;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;4;4;"female";"Females - Mixed";57;"Culiseta incidens";"Cs incidens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10131";10131;2948526;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
"10132";10132;2948526;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;13;4;"female";"Females - Mixed";70;"Culex tarsalis";"Cx tarsalis";2;"CO2";"Carbon dioxide baited trap";FALSE
"10133";10133;2948527;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";57;"Culiseta incidens";"Cs incidens";3;"GRVD";"Gravid trap";FALSE
"10134";10134;2948527;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10135";10135;2948527;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;12;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";3;"GRVD";"Gravid trap";FALSE
"10136";10136;2948527;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;3;"male";"Males";70;"Culex tarsalis";"Cx tarsalis";3;"GRVD";"Gravid trap";FALSE
"10137";10137;2948532;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;2;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";13;"BGSENT";"BG Sentinel";FALSE
"10138";10138;2948533;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;3;4;"female";"Females - Mixed";51;"Anopheles freeborni";"An freeborni";2;"CO2";"Carbon dioxide baited trap";FALSE
"10139";10139;2948533;"2023-08-08T07:00:00.000Z";1;2023;1;FALSE;1;4;"female";"Females - Mixed";65;"Culex pipiens";"Cx pipiens";2;"CO2";"Carbon dioxide baited trap";FALSE
